Timestamp,ParticipantID,QuestionID,QuestionText,Answer
2026-01-09T15:04:33.929Z,P_1767970855077_u9djzo2cb,q1,"Как часто вы работаете с системой тикетов?","Ежедневно"
2026-01-09T15:04:33.931Z,P_1767970855077_u9djzo2cb,q2,"Насколько вы доверяете рекомендациям ИИ в работе?","Полностью доверяю"
2026-01-09T15:04:33.931Z,P_1767970855077_u9djzo2cb,q3,"Как вы предпочитаете работать с заявками?","Самостоятельно решать все тикеты"
2026-01-09T15:04:33.932Z,P_1767970855077_u9djzo2cb,q4,"Какие трудности вы обычно испытываете при работе с тикетами?","test"
2026-01-09T15:04:33.932Z,P_1767970855077_u9djzo2cb,q5,"Что для вас является главным критерием качества решения тикета?","test"
2026-01-09T15:04:33.932Z,P_1767970855077_u9djzo2cb,q6,"Какой уровень стресса вы обычно испытываете на работе?","Очень низкий"
2026-01-10T17:59:01.476Z,P_1767970855077_u9djzo2cb,even,q1,"Как часто вы работаете с системой тикетов?","Ежедневно"
2026-01-10T17:59:01.477Z,P_1767970855077_u9djzo2cb,even,q2,"Насколько вы доверяете рекомендациям ИИ в работе?","Полностью доверяю"
2026-01-10T17:59:01.478Z,P_1767970855077_u9djzo2cb,even,q3,"Как вы предпочитаете работать с заявками?","Делегировать часть работы"
2026-01-10T17:59:01.478Z,P_1767970855077_u9djzo2cb,even,q4,"Какие трудности вы обычно испытываете при работе с тикетами?","Не указано"
2026-01-10T17:59:01.478Z,P_1767970855077_u9djzo2cb,even,q5,"Что для вас является главным критерием качества решения тикета?","Не указано"
2026-01-10T17:59:01.478Z,P_1767970855077_u9djzo2cb,even,q6,"Какой уровень стресса вы обычно испытываете на работе?","Очень низкий"
2026-01-10T18:00:03.397Z,P_1767970855077_u9djzo2cb,even,q1,"Как часто вы работаете с системой тикетов?","Редко"
2026-01-10T18:00:03.400Z,P_1767970855077_u9djzo2cb,even,q2,"Насколько вы доверяете рекомендациям ИИ в работе?","Доверяю; но проверяю"
2026-01-10T18:00:03.400Z,P_1767970855077_u9djzo2cb,even,q3,"Как вы предпочитаете работать с заявками?","Делегировать часть работы"
2026-01-10T18:00:03.400Z,P_1767970855077_u9djzo2cb,even,q4,"Какие трудности вы обычно испытываете при работе с тикетами?","Не указано"
2026-01-10T18:00:03.400Z,P_1767970855077_u9djzo2cb,even,q5,"Что для вас является главным критерием качества решения тикета?","Не указано"
2026-01-10T18:00:03.400Z,P_1767970855077_u9djzo2cb,even,q6,"Какой уровень стресса вы обычно испытываете на работе?","Очень низкий"
2026-01-31T13:42:59.326Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T13:43:19.840Z,P_1767970855077_u9djzo2cb,even,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T13:43:19.841Z,P_1767970855077_u9djzo2cb,even,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T13:43:19.841Z,P_1767970855077_u9djzo2cb,even,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T13:43:19.841Z,P_1767970855077_u9djzo2cb,even,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T13:43:19.841Z,P_1767970855077_u9djzo2cb,even,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T13:43:19.842Z,P_1767970855077_u9djzo2cb,even,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T13:43:19.842Z,P_1767970855077_u9djzo2cb,even,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T13:43:19.842Z,P_1767970855077_u9djzo2cb,even,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T13:43:19.842Z,P_1767970855077_u9djzo2cb,even,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T13:43:19.842Z,P_1767970855077_u9djzo2cb,even,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T13:43:19.842Z,P_1767970855077_u9djzo2cb,even,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T13:43:19.842Z,P_1767970855077_u9djzo2cb,even,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T13:58:49.280Z,P_1767970855077_u9djzo2cb,even,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T13:58:49.281Z,P_1767970855077_u9djzo2cb,even,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T13:58:49.281Z,P_1767970855077_u9djzo2cb,even,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T13:58:49.281Z,P_1767970855077_u9djzo2cb,even,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T13:58:49.281Z,P_1767970855077_u9djzo2cb,even,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T13:58:49.281Z,P_1767970855077_u9djzo2cb,even,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T13:58:49.281Z,P_1767970855077_u9djzo2cb,even,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T13:58:49.281Z,P_1767970855077_u9djzo2cb,even,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T13:58:49.281Z,P_1767970855077_u9djzo2cb,even,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T13:58:49.282Z,P_1767970855077_u9djzo2cb,even,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T13:58:49.282Z,P_1767970855077_u9djzo2cb,even,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T13:58:49.282Z,P_1767970855077_u9djzo2cb,even,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T13:59:52.809Z,P_1767970855077_u9djzo2cb,even,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T13:59:52.809Z,P_1767970855077_u9djzo2cb,even,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T13:59:52.810Z,P_1767970855077_u9djzo2cb,even,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T13:59:52.810Z,P_1767970855077_u9djzo2cb,even,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T13:59:52.810Z,P_1767970855077_u9djzo2cb,even,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T13:59:52.811Z,P_1767970855077_u9djzo2cb,even,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T13:59:52.811Z,P_1767970855077_u9djzo2cb,even,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T13:59:52.811Z,P_1767970855077_u9djzo2cb,even,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T13:59:52.811Z,P_1767970855077_u9djzo2cb,even,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T13:59:52.812Z,P_1767970855077_u9djzo2cb,even,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T13:59:52.812Z,P_1767970855077_u9djzo2cb,even,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T13:59:52.812Z,P_1767970855077_u9djzo2cb,even,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T14:00:39.020Z,P_1767970855077_u9djzo2cb,even,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T14:00:39.021Z,P_1767970855077_u9djzo2cb,even,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T14:00:39.022Z,P_1767970855077_u9djzo2cb,even,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T14:00:39.022Z,P_1767970855077_u9djzo2cb,even,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T14:00:39.022Z,P_1767970855077_u9djzo2cb,even,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T14:00:39.022Z,P_1767970855077_u9djzo2cb,even,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T14:00:39.022Z,P_1767970855077_u9djzo2cb,even,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T14:00:39.022Z,P_1767970855077_u9djzo2cb,even,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T14:00:39.022Z,P_1767970855077_u9djzo2cb,even,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T14:00:39.022Z,P_1767970855077_u9djzo2cb,even,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T14:00:39.023Z,P_1767970855077_u9djzo2cb,even,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T14:00:39.023Z,P_1767970855077_u9djzo2cb,even,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T14:01:07.055Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T14:01:07.056Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T14:01:07.056Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T14:01:07.056Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T14:01:07.056Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T14:01:07.057Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T14:01:07.057Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T14:01:07.057Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T14:01:07.057Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T14:01:07.057Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T14:01:07.057Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T14:01:07.058Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T14:01:27.237Z,P_1767970855077_u9djzo2cb,even,0,pre_q1,"What is your age group?","55+"
2026-01-31T14:01:27.238Z,P_1767970855077_u9djzo2cb,even,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T14:01:27.238Z,P_1767970855077_u9djzo2cb,even,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T14:01:27.239Z,P_1767970855077_u9djzo2cb,even,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T14:01:27.239Z,P_1767970855077_u9djzo2cb,even,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T14:01:27.239Z,P_1767970855077_u9djzo2cb,even,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T14:01:27.239Z,P_1767970855077_u9djzo2cb,even,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T14:01:27.239Z,P_1767970855077_u9djzo2cb,even,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T14:01:27.239Z,P_1767970855077_u9djzo2cb,even,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T14:01:27.240Z,P_1767970855077_u9djzo2cb,even,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T14:01:27.240Z,P_1767970855077_u9djzo2cb,even,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T14:01:27.240Z,P_1767970855077_u9djzo2cb,even,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T14:02:57.886Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","18-24"
2026-01-31T14:02:57.887Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T14:02:57.887Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T14:02:57.887Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T14:02:57.888Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T14:02:57.888Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T14:02:57.888Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T14:02:57.888Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T14:02:57.888Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T14:02:57.888Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T14:02:57.889Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T14:02:57.889Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T14:04:06.971Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T14:04:06.972Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T14:04:06.973Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T14:04:06.973Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T14:04:06.973Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T14:04:06.973Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T14:04:06.973Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T14:04:06.973Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T14:04:06.973Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T14:04:06.973Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T14:04:06.973Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T14:04:06.974Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T15:20:59.074Z,P_1767970855077_u9djzo2cb,even,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T15:20:59.075Z,P_1767970855077_u9djzo2cb,even,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T15:20:59.075Z,P_1767970855077_u9djzo2cb,even,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T15:20:59.075Z,P_1767970855077_u9djzo2cb,even,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T15:20:59.076Z,P_1767970855077_u9djzo2cb,even,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T15:20:59.076Z,P_1767970855077_u9djzo2cb,even,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T15:20:59.076Z,P_1767970855077_u9djzo2cb,even,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T15:20:59.076Z,P_1767970855077_u9djzo2cb,even,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T15:20:59.076Z,P_1767970855077_u9djzo2cb,even,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T15:20:59.076Z,P_1767970855077_u9djzo2cb,even,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T15:20:59.077Z,P_1767970855077_u9djzo2cb,even,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T15:20:59.077Z,P_1767970855077_u9djzo2cb,even,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T15:21:26.124Z,P_1767970855077_u9djzo2cb,even,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T15:21:26.124Z,P_1767970855077_u9djzo2cb,even,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T15:21:26.125Z,P_1767970855077_u9djzo2cb,even,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T15:21:26.125Z,P_1767970855077_u9djzo2cb,even,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T15:21:26.125Z,P_1767970855077_u9djzo2cb,even,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T15:21:26.125Z,P_1767970855077_u9djzo2cb,even,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T15:21:26.125Z,P_1767970855077_u9djzo2cb,even,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T15:21:26.125Z,P_1767970855077_u9djzo2cb,even,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T15:21:26.125Z,P_1767970855077_u9djzo2cb,even,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T15:21:26.125Z,P_1767970855077_u9djzo2cb,even,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T15:21:26.125Z,P_1767970855077_u9djzo2cb,even,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T15:21:26.125Z,P_1767970855077_u9djzo2cb,even,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T15:21:41.597Z,P_1767970855077_u9djzo2cb,even,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T15:21:41.598Z,P_1767970855077_u9djzo2cb,even,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T15:21:41.598Z,P_1767970855077_u9djzo2cb,even,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T15:21:41.599Z,P_1767970855077_u9djzo2cb,even,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T15:21:41.599Z,P_1767970855077_u9djzo2cb,even,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T15:21:41.599Z,P_1767970855077_u9djzo2cb,even,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T15:21:41.599Z,P_1767970855077_u9djzo2cb,even,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T15:21:41.599Z,P_1767970855077_u9djzo2cb,even,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T15:21:41.600Z,P_1767970855077_u9djzo2cb,even,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T15:21:41.600Z,P_1767970855077_u9djzo2cb,even,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T15:21:41.600Z,P_1767970855077_u9djzo2cb,even,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T15:21:41.600Z,P_1767970855077_u9djzo2cb,even,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T18:13:46.543Z,P_1767970855077_u9djzo2cb,even,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T18:13:46.544Z,P_1767970855077_u9djzo2cb,even,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T18:13:46.545Z,P_1767970855077_u9djzo2cb,even,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T18:13:46.545Z,P_1767970855077_u9djzo2cb,even,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T18:13:46.545Z,P_1767970855077_u9djzo2cb,even,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T18:13:46.545Z,P_1767970855077_u9djzo2cb,even,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T18:13:46.545Z,P_1767970855077_u9djzo2cb,even,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T18:13:46.545Z,P_1767970855077_u9djzo2cb,even,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T18:13:46.545Z,P_1767970855077_u9djzo2cb,even,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T18:13:46.545Z,P_1767970855077_u9djzo2cb,even,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T18:13:46.545Z,P_1767970855077_u9djzo2cb,even,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T18:13:46.546Z,P_1767970855077_u9djzo2cb,even,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T19:04:19.681Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T19:04:19.682Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T19:04:19.682Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T19:04:19.682Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T19:04:19.682Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T19:04:19.682Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T19:04:19.682Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T19:04:19.683Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T19:04:19.683Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T19:04:19.683Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T19:04:19.683Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T19:04:19.683Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T19:04:43.307Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T19:04:43.308Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T19:04:43.308Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T19:04:43.309Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T19:04:43.309Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T19:04:43.309Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T19:04:43.310Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T19:04:43.310Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T19:04:43.310Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T19:04:43.310Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T19:04:43.310Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T19:04:43.310Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T19:05:03.796Z,P_1767970855077_u9djzo2cb,even,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T19:05:03.797Z,P_1767970855077_u9djzo2cb,even,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T19:05:03.797Z,P_1767970855077_u9djzo2cb,even,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T19:05:03.797Z,P_1767970855077_u9djzo2cb,even,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T19:05:03.797Z,P_1767970855077_u9djzo2cb,even,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T19:05:03.797Z,P_1767970855077_u9djzo2cb,even,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T19:05:03.797Z,P_1767970855077_u9djzo2cb,even,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T19:05:03.797Z,P_1767970855077_u9djzo2cb,even,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T19:05:03.798Z,P_1767970855077_u9djzo2cb,even,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T19:05:03.798Z,P_1767970855077_u9djzo2cb,even,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T19:05:03.798Z,P_1767970855077_u9djzo2cb,even,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T19:05:03.798Z,P_1767970855077_u9djzo2cb,even,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T19:22:53.187Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T19:22:53.188Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T19:22:53.188Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T19:22:53.189Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T19:22:53.189Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
